Elevator,Floor,Layout,Region,Renovation,Size,Year,Price
有电梯,12,2室1厅,海淀,精装,78,1998,720
有电梯,27,2室1厅,西城,其他,76,2013,800
,20,2室1厅,通州,精装,80,2012,560
,27,1室1厅,通州,精装,63,2010,350
,6,2室1厅,西城,精装,62,1987,796
有电梯,25,2室2厅,丰台,精装,85,2009,383
,11,3室2厅,顺义,其他,208,2003,1300
有电梯,11,4室1厅,顺义,精装,159,2011,680
无电梯,6,3室2厅,昌平,精装,135,2005,530
,5,2室1厅,海淀,简装,57,1980,315
有电梯,18,3室1厅,海淀,精装,90,2000,990
无电梯,6,2室1厅,昌平,简装,60,1986,355
,24,3室1厅,海淀,其他,119,2001,580
无电梯,6,2室1厅,海淀,简装,67,1990,570
有电梯,16,3室1厅,东城,其他,210,1996,1400
无电梯,6,2室1厅,丰台,简装,69,2000,438
有电梯,10,3室1厅,房山,精装,97,2015,440
,23,3室1厅,西城,简装,152,1999,1295
有电梯,4,4室2厅,朝阳,精装,224,2008,1900
,30,2室2厅,丰台,简装,101,2003,600
,27,3室1厅,通州,简装,80,2011,460
无电梯,6,3室1厅,海淀,简装,73,1997,860
有电梯,18,1室1厅,朝阳,其他,45,2007,350
有电梯,20,2室1厅,石景山,其他,129,2008,950
无电梯,6,2室1厅,房山,精装,92,2000,252
有电梯,24,2室1厅,丰台,精装,86,2001,508
无电梯,6,2室1厅,顺义,简装,81,1993,280
无电梯,5,1室1厅,东城,简装,38,1985,508
有电梯,19,1室1厅,大兴,其他,87,2006,360
有电梯,28,2室1厅,通州,简装,89,2009,560
无电梯,6,2室2厅,昌平,精装,91,2000,400
有电梯,17,3室1厅,石景山,其他,91,2009,458
,6,3室2厅,大兴,简装,102,2000,458
无电梯,6,2室1厅,昌平,精装,87,2001,399
有电梯,18,3室1厅,房山,精装,88,2012,390
无电梯,6,1室1厅,顺义,其他,68,1994,285
有电梯,15,5室2厅,海淀,精装,231,2007,1880
无电梯,6,1室1厅,昌平,精装,42,1993,230
无电梯,7,3室2厅,昌平,精装,130,1996,380
,6,2室1厅,东城,其他,49,1978,420
,6,1室2厅,亦庄开发区,简装,87,2005,410
有电梯,14,2室2厅,朝阳,简装,94,2003,580
,6,2室1厅,海淀,精装,54,1991,610
无电梯,6,2室1厅,海淀,简装,68,1998,460
,6,2室1厅,昌平,其他,53,1988,237
无电梯,6,2室1厅,大兴,简装,77,1998,285
有电梯,20,2室1厅,海淀,精装,94,2009,632
有电梯,30,2室1厅,丰台,其他,132,2003,950
无电梯,5,2室1厅,朝阳,简装,50,1983,290
无电梯,6,2室1厅,丰台,简装,59,1998,320
,26,4室1厅,大兴,简装,169,2014,788
无电梯,6,3室1厅,海淀,简装,94,2011,750
无电梯,6,2室1厅,石景山,简装,65,1992,318
有电梯,22,2室1厅,丰台,简装,86,2003,338
,5,3室1厅,海淀,简装,70,1980,920
有电梯,6,2室1厅,昌平,简装,86,2011,500
无电梯,6,2室1厅,海淀,简装,59,1992,388
,6,2室1厅,西城,其他,52,1987,495
,6,2室1厅,海淀,简装,72,2001,540
,6,2室1厅,海淀,简装,66,1996,385.7
有电梯,16,2室1厅,海淀,精装,106,2000,639
有电梯,21,2室1厅,丰台,精装,97,2005,590
有电梯,25,2室1厅,丰台,简装,89,2001,530
有电梯,12,2室1厅,石景山,精装,76,1995,430
,6,3室1厅,大兴,简装,128,2001,370
有电梯,25,3室1厅,朝阳,简装,111,2000,670
,6,3室1厅,大兴,简装,111,1997,315
无电梯,6,2室1厅,昌平,简装,96,2005,379
,25,2室1厅,海淀,精装,113,2001,1030
有电梯,18,2室1厅,丰台,简装,92,2000,518
,29,1室0厅,西城,其他,58,2006,560
无电梯,6,3室1厅,海淀,精装,69,1984,595
无电梯,6,2室1厅,西城,其他,72,2004,730
有电梯,22,3室1厅,朝阳,精装,130,2001,660
,12,4室2厅,朝阳,精装,245,2006,2349
,6,2室1厅,朝阳,精装,62,1997,437
有电梯,13,2室1厅,顺义,简装,83,2016,440
有电梯,27,2室1厅,朝阳,精装,97,2005,1050
,32,2室2厅,朝阳,其他,126,2008,770
有电梯,11,3室1厅,东城,简装,69,1990,699
有电梯,15,4室2厅,大兴,简装,223,2005,1050
有电梯,17,3室1厅,丰台,简装,143,2006,1080
有电梯,24,1室1厅,东城,其他,285,2005,2290
有电梯,16,3室2厅,西城,精装,134,2004,1300
有电梯,13,1室0厅,东城,其他,52,2006,670
有电梯,30,3室1厅,朝阳,精装,138,2002,1050
无电梯,7,3室2厅,昌平,简装,94,1998,380
无电梯,6,2室1厅,昌平,简装,90,2003,370
,15,2室1厅,房山,其他,85,2013,240
有电梯,20,2室1厅,通州,精装,76,2011,300
无电梯,6,2室1厅,大兴,简装,62,1998,245
有电梯,6,4室2厅,石景山,精装,306,2011,2700
有电梯,17,3室1厅,昌平,简装,131,2011,700
,6,3室2厅,顺义,精装,136,2006,500
有电梯,15,2室1厅,丰台,精装,87,2005,450
,6,3室1厅,房山,简装,140,2001,380
,6,1室1厅,西城,其他,42,1992,450
,5,2室1厅,朝阳,其他,44,1990,225
有电梯,32,3室1厅,朝阳,精装,144,2005,1080
有电梯,12,3室1厅,西城,简装,85,1988,870
,13,3室1厅,东城,简装,90,2003,1025
无电梯,6,2室1厅,海淀,简装,59,1996,758
,24,2室1厅,石景山,精装,88,2002,425
,28,3室1厅,朝阳,精装,116,2008,840
,11,2室2厅,顺义,其他,105,2011,260
,25,2室2厅,朝阳,简装,97,2001,538
无电梯,6,3室1厅,顺义,精装,97,2001,392
有电梯,14,2室1厅,通州,精装,85,2011,260
无电梯,6,2室1厅,西城,简装,62,1985,770
无电梯,5,2室1厅,东城,精装,47,1985,650
,16,1室1厅,海淀,简装,47,2004,643
无电梯,6,1室1厅,西城,精装,49,2003,535
有电梯,11,2室2厅,大兴,其他,103,2007,468
无电梯,6,3室1厅,大兴,精装,101,2006,330
无电梯,5,3室2厅,顺义,简装,152,2002,620
有电梯,26,1室1厅,朝阳,精装,65,2004,395
有电梯,15,3室2厅,顺义,精装,306,2013,1750
无电梯,6,2室1厅,朝阳,简装,57,1988,283
无电梯,7,2室1厅,亦庄开发区,其他,102,2001,500
有电梯,7,3室1厅,朝阳,精装,142,2010,1110
有电梯,13,4室2厅,东城,精装,182,2000,1650
无电梯,5,6室3厅,昌平,精装,275,2003,800
,28,1室0厅,朝阳,精装,44,2004,285
,17,3室2厅,大兴,毛坯,104,2016,660
有电梯,17,1室0厅,朝阳,简装,35,2005,242
,5,1室1厅,朝阳,精装,52,1995,368
有电梯,19,1室1厅,通州,精装,75,2007,360
无电梯,6,2室1厅,房山,精装,58,1984,195
,5,2室1厅,房山,其他,63,1979,195
无电梯,6,1室1厅,丰台,简装,43,1995,303
有电梯,14,3室1厅,房山,精装,91,2009,345
,31,3室2厅,朝阳,精装,194,2007,2100
,2,6室4厅,怀柔,精装,163,2008,850
,10,3室1厅,昌平,简装,179,2000,640
有电梯,15,3室1厅,昌平,精装,153,2008,625
有电梯,28,1室1厅,朝阳,其他,49,2010,198
有电梯,24,3室1厅,丰台,其他,129,2004,850
无电梯,6,2室1厅,通州,简装,95,2002,402
无电梯,7,4室1厅,昌平,精装,159,2001,540
有电梯,18,4室2厅,东城,简装,187,2003,1950
无电梯,6,2室1厅,西城,简装,60,1983,750
,6,2室1厅,大兴,精装,76,1996,338
,6,2室1厅,顺义,精装,73,1993,285
有电梯,23,2室1厅,朝阳,精装,91,2010,970
有电梯,18,3室1厅,丰台,简装,128,2008,530
无电梯,4,2室1厅,昌平,简装,60,1987,330
有电梯,18,4室2厅,朝阳,简装,184,1997,1179
无电梯,6,2室1厅,昌平,精装,71,1998,235
无电梯,6,2室1厅,通州,简装,87,2005,360
无电梯,6,2室1厅,通州,简装,62,2004,305
,6,3室1厅,房山,简装,129,1999,300
有电梯,14,2室1厅,丰台,其他,60,1995,395
有电梯,6,2室2厅,东城,其他,108,2003,1280
,2,5室3厅,昌平,精装,398,2006,1800
,11,2室1厅,大兴,精装,121,2005,615
有电梯,27,2室1厅,石景山,精装,97,2007,700
有电梯,11,2室1厅,通州,简装,68,2004,295
有电梯,27,2室1厅,西城,其他,89,2013,1070
,5,4室2厅,海淀,简装,147,2010,1200
有电梯,26,1室1厅,朝阳,精装,49,2010,220
无电梯,5,2室1厅,丰台,简装,55,1989,360
无电梯,6,2室1厅,西城,精装,57,1980,599
有电梯,22,3室1厅,海淀,简装,127,1998,930
,11,3室2厅,通州,简装,112,2005,548
有电梯,17,1室1厅,大兴,其他,70,2007,350
有电梯,13,2室1厅,西城,其他,130,2000,945
有电梯,17,2室1厅,海淀,精装,125,2001,1250
,16,2室1厅,东城,简装,68,2003,750
有电梯,13,2室2厅,昌平,精装,132,2003,503
,27,1室1厅,朝阳,精装,55,2010,245
无电梯,6,2室1厅,丰台,精装,78,2002,509
有电梯,13,1室1厅,朝阳,毛坯,47,1988,338
,5,4室2厅,房山,毛坯,154,2015,850
无电梯,6,3室1厅,西城,简装,68,1988,600
无电梯,6,2室1厅,西城,简装,60,1990,810
无电梯,6,3室1厅,东城,毛坯,77,1988,690
,6,2室1厅,朝阳,其他,57,1986,270
无电梯,6,3室1厅,通州,精装,115,2001,450
有电梯,6,2室1厅,大兴,简装,89,2009,485
无电梯,7,3室1厅,东城,精装,83,2002,980
无电梯,6,2室1厅,朝阳,精装,53,1979,373
无电梯,6,2室1厅,门头沟,其他,54,1988,243
无电梯,4,6室2厅,大兴,其他,255,1994,970
,22,2室1厅,东城,精装,119,2013,1050
无电梯,6,2室1厅,朝阳,简装,61,1987,408
有电梯,19,2室1厅,海淀,其他,106,2000,1080
,6,1室1厅,朝阳,精装,38,1980,264
无电梯,6,2室1厅,丰台,简装,53,1983,330
无电梯,6,1室1厅,大兴,简装,63,2004,286
有电梯,14,2室1厅,丰台,简装,67,2006,366
无电梯,6,3室1厅,昌平,简装,83,1995,400
,6,1室1厅,海淀,简装,55,1998,370
,28,4室1厅,朝阳,精装,225,2000,1950
,19,3室1厅,丰台,简装,114,2000,635
有电梯,6,2室1厅,大兴,简装,92,2002,460
,6,3室2厅,通州,精装,127,2004,620
无电梯,6,1室0厅,门头沟,其他,48,2009,189
有电梯,18,2室1厅,西城,精装,94,2009,1220
,6,2室1厅,房山,简装,84,1998,265
无电梯,6,3室1厅,朝阳,简装,80,1991,719
无电梯,7,4室1厅,昌平,其他,171,2002,500
,6,3室1厅,房山,精装,111,2005,368
无电梯,7,3室2厅,朝阳,简装,165,1998,799
有电梯,16,3室1厅,海淀,精装,129,2005,1180
有电梯,26,2室2厅,海淀,精装,109,2002,1100
,29,1室1厅,西城,简装,59,2002,620
无电梯,4,3室2厅,大兴,简装,129,1999,450
有电梯,11,3室2厅,海淀,简装,141,2008,1050
有电梯,29,3室2厅,西城,精装,126,2003,1200
有电梯,17,3室1厅,昌平,简装,176,2004,685
有电梯,18,2室1厅,西城,简装,70,1997,618
无电梯,4,2室2厅,大兴,其他,136,2009,750
无电梯,5,3室2厅,朝阳,精装,121,2002,638
有电梯,10,2室1厅,通州,精装,77,2010,300
,6,3室1厅,朝阳,简装,104,1995,759
,12,2室1厅,顺义,精装,89,2011,340
有电梯,24,2室1厅,海淀,精装,102,2001,667
无电梯,7,4室2厅,海淀,精装,204,2005,1050
有电梯,21,1室1厅,亦庄开发区,其他,53,2008,185
,9,2室1厅,顺义,精装,91,2014,505
,6,2室1厅,昌平,其他,64,1996,195
无电梯,7,1室1厅,东城,简装,46,2002,580
有电梯,27,2室1厅,西城,简装,67,2013,750
,2,3室2厅,密云,毛坯,391,2011,1000
有电梯,22,3室2厅,丰台,精装,121,2006,706
,28,3室2厅,朝阳,精装,149,2008,750
无电梯,6,1室1厅,朝阳,简装,55,1996,290
无电梯,6,2室1厅,丰台,简装,54,1992,320
无电梯,3,2室1厅,西城,简装,57,1950,565
无电梯,6,4室2厅,昌平,精装,148,1997,390
,34,3室1厅,丰台,精装,93,2015,439
,6,4室2厅,昌平,精装,163,2007,499
有电梯,20,3室1厅,昌平,精装,114,2006,660
有电梯,18,4室2厅,亦庄开发区,精装,121,2014,795
有电梯,15,1室1厅,昌平,精装,63,2014,273
有电梯,22,3室1厅,西城,简装,127,2000,880
有电梯,15,3室2厅,大兴,简装,107,2005,610
,5,2室2厅,西城,简装,68,1965,736
无电梯,7,1室1厅,西城,简装,52,2003,515
有电梯,18,1室0厅,丰台,简装,59,2003,295
有电梯,15,2室1厅,大兴,精装,84,2009,500
,6,3室1厅,丰台,简装,123,2005,850
无电梯,5,4室2厅,朝阳,简装,156,2002,755
,6,2室1厅,房山,简装,93,2005,320
,18,3室1厅,海淀,简装,80,1995,730
有电梯,16,2室1厅,朝阳,精装,59,1984,420
有电梯,24,1室1厅,丰台,精装,66,2002,389
有电梯,24,3室2厅,西城,简装,115,2001,720
无电梯,6,2室1厅,朝阳,简装,77,2003,410
,26,2室1厅,朝阳,精装,84,2000,630
无电梯,6,4室3厅,大兴,精装,158,2001,695
有电梯,11,1室1厅,通州,精装,102,2005,530
,6,2室1厅,海淀,简装,50,1990,420
有电梯,12,1室1厅,西城,其他,27,2005,365
有电梯,5,2室1厅,昌平,精装,95,2004,355
无电梯,3,4室2厅,昌平,精装,172,2004,788
,5,2室1厅,丰台,精装,79,2007,509
有电梯,21,3室2厅,通州,精装,116,2013,580
,28,1室1厅,西城,精装,72,2004,509
无电梯,6,2室1厅,丰台,精装,85,2002,385
有电梯,10,2室1厅,顺义,简装,71,2008,370
,13,2室1厅,昌平,简装,69,2016,392
有电梯,23,2室1厅,丰台,精装,99,2007,510
,6,3室1厅,海淀,精装,82,1989,720
,6,2室1厅,朝阳,简装,67,2000,475
有电梯,21,2室1厅,丰台,其他,100,2002,620
无电梯,6,2室1厅,东城,简装,50,1984,497
有电梯,20,2室1厅,门头沟,简装,64,2012,275
有电梯,28,2室1厅,通州,精装,103,2009,520
,6,3室2厅,通州,简装,104,1994,330
,14,2室1厅,房山,简装,118,2004,330
无电梯,6,3室1厅,亦庄开发区,精装,124,2002,570
有电梯,20,1室1厅,顺义,简装,63,2010,280
,6,2室1厅,房山,精装,111,2005,300
有电梯,7,3室2厅,朝阳,精装,145,2004,1200
,18,2室1厅,朝阳,精装,85,2006,642
无电梯,6,3室1厅,丰台,精装,103,2001,575
有电梯,27,2室2厅,石景山,简装,116,2006,790
无电梯,6,4室2厅,昌平,精装,264,2000,699
有电梯,12,3室2厅,朝阳,精装,165,2004,1400
,6,3室1厅,亦庄开发区,精装,134,2006,465
无电梯,4,2室1厅,西城,简装,52,1958,633
有电梯,24,2室2厅,通州,精装,106,2003,460
无电梯,6,3室2厅,亦庄开发区,简装,98,1999,440
有电梯,22,2室1厅,门头沟,毛坯,86,2013,385
无电梯,6,2室1厅,房山,精装,50,1994,215
无电梯,4,5室2厅,昌平,精装,176,2002,720
无电梯,3,3室1厅,丰台,精装,88,2006,1000
无电梯,7,4室2厅,丰台,简装,163,2002,630
有电梯,17,4室2厅,东城,精装,247,2004,3300
无电梯,7,3室2厅,朝阳,简装,121,1999,859.1
无电梯,6,2室1厅,顺义,简装,73,1994,288
无电梯,6,3室1厅,通州,精装,77,2002,320
有电梯,12,3室1厅,大兴,其他,143,2011,480
,6,2室1厅,大兴,精装,70,1989,240
,19,6室2厅,朝阳,精装,166,2005,1700
有电梯,20,3室1厅,房山,精装,88,2012,379
有电梯,12,3室1厅,大兴,简装,131,2014,497
有电梯,14,3室1厅,东城,简装,69,1987,580
无电梯,6,2室1厅,朝阳,简装,65,1984,460
有电梯,18,2室1厅,丰台,简装,90,2005,520
,6,2室1厅,丰台,简装,67,1998,410
有电梯,24,2室2厅,门头沟,精装,120,2003,450
无电梯,5,5室3厅,昌平,其他,193,2000,650
无电梯,6,2室2厅,丰台,精装,122,2000,545
有电梯,30,2室2厅,丰台,简装,104,2003,615
无电梯,6,2室2厅,西城,简装,80,1992,690
无电梯,6,2室1厅,海淀,精装,60,1990,520
无电梯,4,2室1厅,石景山,简装,53,1950,251
有电梯,24,4室1厅,丰台,精装,184,2003,1000
,5,2室1厅,昌平,简装,57,1985,235
,24,2室1厅,朝阳,精装,91,2007,550
有电梯,24,1室1厅,丰台,其他,45,1998,300
,24,1室1厅,西城,其他,45,2004,408
有电梯,14,2室1厅,通州,精装,90,2011,300
无电梯,5,2室1厅,通州,简装,59,1980,290
,11,4室1厅,通州,精装,91,2010,400
无电梯,5,3室0厅,西城,简装,53,1979,780
无电梯,6,3室2厅,西城,其他,96,1999,1250
有电梯,14,2室1厅,房山,精装,87,2011,300
,28,2室1厅,昌平,精装,90,2009,398
无电梯,6,2室1厅,丰台,简装,69,1992,350
,18,3室1厅,昌平,精装,89,2009,430
,18,2室2厅,朝阳,精装,85,2004,499
有电梯,28,2室1厅,西城,精装,80,2001,682
,20,2室2厅,丰台,简装,88,2006,530
,6,2室1厅,门头沟,简装,62,1995,236
,12,2室1厅,通州,精装,97,2005,460
,13,3室3厅,房山,简装,205,2006,660
,28,2室1厅,丰台,简装,68,2010,280
,6,2室1厅,朝阳,简装,60,1986,420
无电梯,6,1室1厅,西城,精装,44,1989,620
有电梯,24,2室1厅,朝阳,精装,101,2009,790
无电梯,7,2室1厅,大兴,其他,100,2001,449
有电梯,32,2室2厅,朝阳,精装,103,2005,1150
有电梯,6,2室2厅,顺义,其他,124,2008,430
有电梯,10,4室2厅,东城,简装,234,1995,2060
,18,2室1厅,平谷,其他,87,2015,245
,24,4室2厅,朝阳,精装,218,2001,1180
无电梯,6,3室1厅,门头沟,精装,98,2000,410
无电梯,7,5室2厅,昌平,其他,221,2004,760
,12,1室0厅,东城,简装,69,2000,720
,5,2室2厅,房山,精装,89,2005,298
无电梯,6,2室1厅,朝阳,精装,75,2001,399
有电梯,11,1室1厅,通州,简装,46,2004,248
,6,4室2厅,海淀,其他,139,1993,1480
,27,2室1厅,朝阳,精装,86,2014,678
无电梯,6,3室1厅,石景山,精装,79,1994,378
无电梯,6,2室1厅,昌平,简装,89,2006,459
无电梯,6,3室1厅,昌平,简装,118,2006,528
,15,1室1厅,丰台,精装,74,2007,425
无电梯,5,2室1厅,丰台,其他,49,1970,300
,10,2室1厅,大兴,其他,84,2012,318
有电梯,20,1室0厅,西城,其他,22,2004,295
无电梯,6,2室1厅,门头沟,简装,65,1992,252
,21,3室1厅,丰台,简装,80,1990,440
有电梯,19,3室1厅,丰台,精装,123,1999,738
,22,2室1厅,朝阳,精装,89,2011,500
有电梯,13,2室2厅,大兴,简装,98,2007,485
有电梯,22,1室1厅,西城,精装,63,1998,487
,9,3室2厅,房山,简装,100,2013,445
有电梯,21,2室1厅,朝阳,精装,61,1992,320
,6,2室1厅,海淀,简装,57,1984,480
有电梯,12,3室2厅,海淀,简装,152,2001,900
,15,2室1厅,丰台,其他,84,2005,437
,2,4室2厅,顺义,精装,322,2003,3100
,6,2室1厅,石景山,简装,69,1997,360
无电梯,4,3室1厅,大兴,毛坯,62,1985,230
有电梯,21,2室1厅,房山,简装,86,2013,370
有电梯,15,1室0厅,东城,简装,37,2008,495
有电梯,7,3室2厅,西城,简装,146,2002,2100
无电梯,6,3室1厅,海淀,其他,57,1988,630
,2,5室2厅,昌平,精装,449,2008,2200
有电梯,20,3室1厅,海淀,简装,122,1997,850
有电梯,35,2室2厅,通州,精装,91,2011,488
,18,2室1厅,丰台,精装,83,2003,500
有电梯,18,4室1厅,门头沟,其他,156,2008,672
,9,2室1厅,大兴,其他,83,2014,300
有电梯,16,2室1厅,东城,简装,76,2006,660
无电梯,6,2室1厅,通州,精装,85,1997,350
无电梯,6,3室1厅,大兴,其他,73,1991,320
有电梯,32,3室1厅,朝阳,简装,193,2000,1544
,24,1室1厅,丰台,简装,60,2007,402
无电梯,4,3室2厅,大兴,精装,124,2010,780
有电梯,17,2室1厅,丰台,简装,76,1998,425
有电梯,14,3室2厅,朝阳,精装,159,2002,858
,18,2室1厅,昌平,精装,89,2009,426
,6,1室1厅,顺义,其他,60,1992,262
无电梯,4,2室1厅,西城,精装,65,1950,650
,15,2室1厅,房山,其他,86,2014,240
有电梯,15,2室1厅,通州,精装,85,2007,410
无电梯,6,4室1厅,房山,简装,150,2003,399
,23,2室1厅,通州,精装,73,2004,335
,6,2室1厅,昌平,简装,79,2004,438
,10,3室1厅,房山,精装,97,2014,429
有电梯,8,3室2厅,海淀,精装,88,2011,600
有电梯,18,2室1厅,东城,简装,64,2004,480
有电梯,20,3室2厅,丰台,精装,142,2000,710
无电梯,6,2室1厅,朝阳,精装,60,1992,379
,6,3室2厅,顺义,简装,100,1998,300
有电梯,18,3室1厅,朝阳,简装,132,2004,630
无电梯,6,2室1厅,门头沟,其他,89,2010,305
无电梯,6,2室1厅,昌平,其他,95,2003,410
有电梯,13,3室1厅,昌平,简装,147,2003,487
,27,2室1厅,石景山,简装,115,2006,740
有电梯,15,1室1厅,海淀,简装,48,1995,362
有电梯,20,2室1厅,通州,其他,88,2012,575
有电梯,10,1室0厅,亦庄开发区,毛坯,119,2011,320
,6,2室1厅,石景山,其他,89,2005,360
有电梯,16,3室2厅,海淀,精装,131,2000,1580
,3,5室2厅,丰台,精装,263,2009,1200
,21,2室1厅,房山,精装,84,2014,365
有电梯,8,3室2厅,昌平,毛坯,132,2009,542
,30,1室0厅,昌平,其他,55,2004,238
有电梯,16,1室1厅,西城,其他,42,1985,650
,18,3室1厅,房山,精装,98,2013,495
无电梯,5,2室1厅,昌平,简装,119,2001,430
无电梯,6,3室2厅,顺义,精装,122,2005,310
,24,3室1厅,丰台,精装,90,2000,508
,6,2室1厅,东城,简装,61,1985,680
,22,1室1厅,东城,精装,64,2007,680
无电梯,7,2室1厅,大兴,简装,73,1997,330
,27,2室1厅,通州,简装,91,2012,470
无电梯,6,2室1厅,门头沟,简装,74,2007,262
无电梯,6,2室1厅,通州,简装,85,2002,358
有电梯,26,1室0厅,丰台,精装,44,2008,235
无电梯,6,3室2厅,大兴,精装,123,2000,538
,6,3室1厅,顺义,简装,98,2001,400
,21,2室1厅,丰台,精装,65,1993,450
有电梯,18,3室1厅,亦庄开发区,精装,128,2002,570
有电梯,14,1室1厅,大兴,毛坯,78,2015,266
无电梯,6,2室1厅,海淀,简装,62,1992,560
无电梯,6,2室1厅,昌平,精装,65,1998,338
有电梯,18,2室2厅,石景山,精装,112,2005,560
有电梯,21,2室1厅,丰台,简装,102,2004,550
有电梯,16,4室2厅,西城,精装,245,2003,2180
无电梯,6,2室2厅,亦庄开发区,精装,76,1998,385
,12,3室1厅,大兴,简装,112,2000,350
有电梯,16,3室1厅,海淀,精装,103,1988,980
,18,3室1厅,丰台,简装,120,1995,490
,9,2室1厅,海淀,简装,59,1994,500
无电梯,6,2室1厅,西城,其他,57,1992,610
有电梯,21,1室1厅,大兴,精装,66,2012,360
有电梯,18,3室1厅,昌平,其他,91,2012,470
,6,2室1厅,丰台,简装,65,1992,330
有电梯,21,2室1厅,丰台,简装,102,2003,490
无电梯,6,2室2厅,大兴,精装,99,2000,385
,6,1室1厅,朝阳,精装,54,2002,380
无电梯,6,2室1厅,西城,简装,67,2004,780
无电梯,6,3室1厅,石景山,其他,85,1992,480
